0.010000,0.530610,0.972238
0.020000,0.541211,0.957044
0.030000,0.547123,0.945226
0.040000,0.554507,0.936972
0.050000,0.559778,0.928344
0.060000,0.563181,0.920465
0.070000,0.566733,0.912024
0.080000,0.569792,0.905083
0.090000,0.572095,0.897580
0.100000,0.575472,0.892515
0.110000,0.578831,0.886325
0.120000,0.581868,0.881261
0.130000,0.585201,0.876759
0.140000,0.587113,0.871694
0.150000,0.590248,0.867379
0.160000,0.591003,0.860064
0.170000,0.592453,0.854061
0.180000,0.595219,0.850122
0.190000,0.597721,0.846183
0.200000,0.599759,0.840180
0.210000,0.601703,0.835115
0.220000,0.603570,0.830801
0.230000,0.605640,0.825924
0.240000,0.605595,0.820296
0.250000,0.607033,0.815982
0.260000,0.608298,0.811292
0.270000,0.609621,0.805853
0.280000,0.610633,0.799287
0.290000,0.612381,0.794222
0.300000,0.614127,0.789345
0.310000,0.614637,0.782968
0.320000,0.616756,0.778841
0.330000,0.618498,0.773964
0.340000,0.620517,0.769274
0.350000,0.621535,0.765522
0.360000,0.623309,0.760458
0.370000,0.624613,0.755956
0.380000,0.627193,0.751079
0.390000,0.627962,0.745639
0.400000,0.630072,0.742825
0.410000,0.633162,0.738511
0.420000,0.634506,0.734009
0.430000,0.636259,0.728756
0.440000,0.637325,0.723879
0.450000,0.638940,0.719002
0.460000,0.639751,0.711874
0.470000,0.641898,0.708122
0.480000,0.644414,0.704371
0.490000,0.647467,0.700056
0.500000,0.648450,0.694429
0.510000,0.660521,0.651848
0.520000,0.662623,0.645470
0.530000,0.664393,0.639467
0.540000,0.664038,0.631776
0.550000,0.667265,0.627837
0.560000,0.670901,0.624086
0.570000,0.672735,0.616957
0.580000,0.674327,0.610955
0.590000,0.675835,0.603827
0.600000,0.677735,0.597261
0.610000,0.680493,0.590884
0.620000,0.683366,0.583380
0.630000,0.684269,0.576065
0.640000,0.685766,0.570249
0.650000,0.687701,0.562183
0.660000,0.691042,0.551304
0.670000,0.692051,0.543800
0.680000,0.694998,0.536860
0.690000,0.696433,0.531045
0.700000,0.698151,0.524104
0.710000,0.700916,0.516976
0.720000,0.702172,0.509473
0.730000,0.702667,0.499156
0.740000,0.705456,0.492403
0.750000,0.706769,0.483774
0.760000,0.707576,0.474770
0.770000,0.711966,0.468768
0.780000,0.713788,0.461264
0.790000,0.717352,0.451322
0.800000,0.717730,0.441193
0.810000,0.720676,0.432189
0.820000,0.721417,0.420184
0.830000,0.724628,0.411180
0.840000,0.730559,0.401801
0.850000,0.732068,0.390546
0.860000,0.735400,0.382667
0.870000,0.740037,0.372726
0.880000,0.743738,0.362033
0.890000,0.746785,0.348527
0.900000,0.749162,0.335584
0.910000,0.752514,0.322829
0.920000,0.759336,0.308948
0.930000,0.760584,0.293191
0.940000,0.764401,0.276308
0.950000,0.771831,0.256987
0.960000,0.779988,0.235415
0.970000,0.782143,0.205402
0.980000,0.790980,0.171075
0.990000,0.804062,0.126243
